7d:db:12:74:30:00,0
7d:db:12:74:30:01,0
7d:db:12:74:30:02,0
7d:db:12:74:30:03,0
7d:db:12:74:30:04,0
7d:db:12:74:30:05,0
7d:db:12:74:30:06,0
7d:db:12:74:30:07,0
7d:db:12:74:30:08,0
7d:db:12:74:30:09,0
7d:db:12:74:30:10,0
7d:db:12:74:30:11,0
7d:db:12:74:30:12,0
7d:db:12:74:30:13,0
7d:db:12:74:30:14,0
7d:db:12:74:30:15,0
7d:db:12:74:30:16,0
7d:db:12:74:30:17,0
7d:db:12:74:30:18,0
7d:db:12:74:30:19,0
7d:db:12:74:30:20,0
7d:db:12:74:30:21,0
7d:db:12:74:30:22,0
7d:db:12:74:30:23,0
7d:db:12:74:30:24,0
7d:db:12:74:30:25,1
7d:db:12:74:30:26,1
7d:db:12:74:30:27,1
7d:db:12:74:30:28,1
7d:db:12:74:30:29,1
7d:db:12:74:30:30,1
7d:db:12:74:30:31,1
7d:db:12:74:30:32,1
7d:db:12:74:30:33,1
7d:db:12:74:30:34,1
7d:db:12:74:30:35,1
7d:db:12:74:30:36,1
7d:db:12:74:30:37,1
7d:db:12:74:30:38,1
7d:db:12:74:30:39,1
7d:db:12:74:30:40,1
7d:db:12:74:30:41,1
7d:db:12:74:30:42,1
7d:db:12:74:30:43,1
7d:db:12:74:30:44,1
7d:db:12:74:30:45,1
7d:db:12:74:30:46,1
7d:db:12:74:30:47,1
7d:db:12:74:30:48,1
7d:db:12:74:30:49,1
7d:db:12:74:30:50,2
7d:db:12:74:30:51,2
7d:db:12:74:30:52,2
7d:db:12:74:30:53,2
7d:db:12:74:30:54,2
7d:db:12:74:30:55,2
7d:db:12:74:30:56,2
7d:db:12:74:30:57,2
7d:db:12:74:30:58,2
7d:db:12:74:30:59,2
7d:db:12:74:30:60,2
7d:db:12:74:30:61,2
7d:db:12:74:30:62,2
7d:db:12:74:30:63,2
7d:db:12:74:30:64,2
7d:db:12:74:30:65,2
7d:db:12:74:30:66,2
7d:db:12:74:30:67,2
7d:db:12:74:30:68,2
7d:db:12:74:30:69,2
7d:db:12:74:30:70,2
7d:db:12:74:30:71,2
7d:db:12:74:30:72,2
7d:db:12:74:30:73,2
7d:db:12:74:30:74,2
7d:db:12:74:30:75,3
7d:db:12:74:30:76,3
7d:db:12:74:30:77,3
7d:db:12:74:30:78,3
7d:db:12:74:30:79,3
7d:db:12:74:30:80,3
7d:db:12:74:30:81,3
7d:db:12:74:30:82,3
7d:db:12:74:30:83,3
7d:db:12:74:30:84,3
7d:db:12:74:30:85,3
7d:db:12:74:30:86,3
7d:db:12:74:30:87,3
7d:db:12:74:30:88,3
7d:db:12:74:30:89,3
7d:db:12:74:30:90,3
7d:db:12:74:30:91,3
7d:db:12:74:30:92,3
7d:db:12:74:30:93,3
7d:db:12:74:30:94,3
7d:db:12:74:30:95,3
7d:db:12:74:30:96,3
7d:db:12:74:30:97,3
7d:db:12:74:30:98,3
7d:db:12:74:30:99,3
